i,Length_LCS,time
13170,2969,0.733000
13180,2976,0.710000
13190,2973,0.720000
13200,2969,0.718000
13210,2981,0.740000
13220,2983,0.851000
13230,2988,0.604000
13240,2990,0.728000
13250,2992,0.570000
13260,3009,0.577000
13270,2993,0.847000
13280,3007,0.550000
13290,3000,0.751000
13300,2994,0.732000
13310,3000,0.596000
13320,3007,0.740000
13330,3020,0.764000
13340,3015,0.755000
13350,3018,0.729000
13360,3014,0.793000
13370,3009,0.874000
13380,3026,0.835000
13390,3014,0.650000
13400,3022,0.733000
13410,3022,0.635000
13420,3022,0.868000
13430,3035,0.740000
13440,3045,0.608000
13450,3046,0.733000
13460,3039,0.755000
13470,3032,0.727000
13480,3027,0.614000
13490,3050,0.759000
13500,3045,0.665000
13510,3041,0.792000
13520,3057,0.677000
13530,3044,0.759000
13540,3068,0.634000
13550,3046,0.661000
13560,3057,0.630000
13570,3042,0.743000
13580,3081,0.756000
13590,3074,0.752000
13600,3065,0.707000
13610,3054,0.774000
13620,3061,0.754000
13630,3069,0.555000
13640,3069,0.773000
13650,3081,0.784000
13660,3090,0.703000
13670,3085,0.748000
13680,3092,0.588000
13690,3078,0.574000
13700,3090,0.696000
13710,3085,0.876000
13720,3096,0.761000
13730,3100,0.769000
13740,3111,0.735000
13750,3123,0.796000
13760,3105,0.717000
13770,3119,0.785000
13780,3120,0.620000
13790,3112,0.808000
13800,3102,0.865000
13810,3121,0.780000
13820,3112,0.783000
13830,3119,0.775000
13840,3124,0.607000
13850,3134,0.941000
13860,3115,0.754000
13870,3123,0.778000
13880,3125,0.613000
13890,3133,0.742000
13900,3142,0.930000
13910,3146,0.808000
13920,3131,0.811000
13930,3152,0.734000
13940,3156,0.799000
13950,3152,0.858000
13960,3158,0.794000
13970,3167,0.588000
13980,3158,0.749000
13990,3155,0.817000
14000,3159,0.797000
14010,3187,0.799000
14020,3161,0.799000
14030,3166,0.757000
14040,3156,0.728000
14050,3169,0.827000
14060,3189,0.815000
14070,3170,0.805000
14080,3189,0.643000
14090,3173,0.938000
14100,3183,0.813000
14110,3180,0.824000
14120,3192,0.857000
14130,3185,0.804000
14140,3201,0.862000
14150,3194,0.854000
14160,3198,0.712000
14170,3191,0.907000
14180,3209,0.974000
14190,3191,0.843000
14200,3210,0.750000
14210,3208,0.792000
14220,3221,0.889000
14230,3220,0.957000
14240,3217,0.813000
14250,3226,0.848000
14260,3223,0.867000
14270,3207,0.967000
14280,3227,0.844000
14290,3238,0.757000
14300,3228,0.856000
14310,3231,0.864000
14320,3239,0.923000
14330,3226,0.901000
14340,3225,0.844000
14350,3256,0.831000
14360,3237,0.901000
14370,3260,0.986000
14380,3250,0.923000
14390,3234,0.772000
14400,3248,0.836000
14410,3250,1.019000
14420,3253,0.842000
14430,3274,0.880000
14440,3279,0.900000
14450,3254,1.102000
14460,3263,0.675000
14470,3284,0.876000
14480,3268,0.870000
14490,3281,0.867000
14500,3298,1.018000
14510,3299,0.878000
14520,3281,0.905000
14530,3300,0.904000
14540,3276,1.014000
14550,3284,0.884000
14560,3275,0.872000
14570,3303,0.911000
14580,3291,0.922000
14590,3286,0.824000
14600,3330,0.902000
14610,3305,0.922000
14620,3307,0.941000
14630,3294,0.956000
14640,3314,0.932000
14650,3301,0.719000
14660,3319,0.926000
14670,3321,0.960000
14680,3306,0.818000
14690,3310,0.924000
14700,3326,0.930000
14710,3333,0.956000
14720,3332,1.034000
14730,3334,0.758000
14740,3338,0.923000
14750,3347,0.715000
14760,3350,0.966000
14770,3327,1.048000
14780,3335,0.919000
14790,3314,0.926000
14800,3331,0.938000
14810,3337,1.047000
14820,3355,0.823000
14830,3346,0.911000
14840,3349,0.719000
14850,3359,0.956000
14860,3368,0.837000
14870,3365,0.967000
14880,3380,0.820000
14890,3356,1.000000
14900,3363,0.880000
14910,3381,0.833000
14920,3387,0.966000
14930,3371,0.802000
14940,3375,0.861000
14950,3382,0.986000
14960,3377,0.957000
14970,3385,0.721000
14980,3384,0.907000
14990,3394,0.978000
15000,3396,0.902000
15010,3389,0.949000
15020,3399,1.020000
15030,3385,1.155000
15040,3390,0.749000
15050,3403,0.940000
15060,3399,0.780000
15070,3404,0.915000
15080,3413,1.064000
15090,3401,0.940000
15100,3385,0.724000
15110,3411,0.757000
15120,3411,1.111000
15130,3410,0.972000
15140,3408,0.742000
15150,3407,0.841000
15160,3422,0.870000
15170,3426,0.970000
15180,3427,0.863000
15190,3422,0.943000
15200,3424,0.907000
15210,3423,1.111000
15220,3442,0.972000
15230,3446,0.736000
15240,3442,0.996000
15250,3439,1.109000
15260,3442,0.733000
15270,3461,0.818000
15280,3470,1.019000
15290,3453,1.119000
15300,3457,0.950000
15310,3453,0.986000
15320,3472,1.019000
15330,3444,1.128000
15340,3464,0.983000
15350,3455,0.971000
15360,3478,0.967000
15370,3465,1.004000
15380,3492,0.967000
15390,3486,0.975000
15400,3464,1.032000
15410,3493,1.028000
15420,3496,1.089000
15430,3470,0.986000
15440,3497,0.833000
15450,3490,1.065000
15460,3467,1.082000
15470,3493,1.007000
15480,3506,0.870000
15490,3494,1.016000
15500,3502,1.138000
15510,3495,0.741000
15520,3502,1.011000
15530,3508,1.158000
15540,3512,1.039000
15550,3514,1.175000
15560,3521,0.820000
15570,3535,1.031000
15580,3507,1.056000
15590,3533,0.901000
15600,3513,0.774000
15610,3520,1.038000
15620,3527,1.081000
15630,3544,0.952000
15640,3537,1.053000
15650,3547,1.032000
15660,3540,1.057000
15670,3519,1.176000
15680,3560,1.027000
15690,3533,0.766000
15700,3533,1.068000
15710,3549,1.198000
15720,3557,1.035000
15730,3560,1.046000
15740,3548,1.024000
15750,3559,1.078000
15760,3560,1.191000
15770,3573,1.053000
15780,3560,1.047000
15790,3567,1.100000
15800,3574,0.957000
15810,3584,1.080000
15820,3564,1.098000
15830,3587,1.034000
15840,3573,1.199000
15850,3575,0.869000
15860,3589,1.105000
15870,3602,1.050000
15880,3583,1.240000
15890,3584,0.936000
15900,3591,0.863000
15910,3603,1.075000
15920,3607,1.102000
15930,3584,0.918000
15940,3602,0.840000
15950,3600,1.115000
15960,3612,1.229000
15970,3598,1.082000
15980,3610,1.078000
15990,3612,0.974000
16000,3611,1.263000
16010,3600,1.076000
16020,3616,1.082000
16030,3628,0.986000
16040,3628,1.276000
16050,3625,1.111000
16060,3654,1.101000
16070,3644,1.087000
16080,3637,1.130000
16090,3631,1.145000
16100,3649,1.116000
16110,3633,0.970000
16120,3623,1.088000
16130,3637,1.269000
16140,3629,0.856000
16150,3651,1.133000
16160,3651,0.890000
16170,3647,1.018000
16180,3652,1.127000
16190,3645,1.130000
16200,3660,0.911000
16210,3652,1.127000
16220,3652,1.161000
16230,3695,1.145000
16240,3680,1.161000
16250,3680,1.258000
16260,3674,1.031000
16270,3686,1.035000
16280,3677,0.914000
16290,3663,1.298000
16300,3689,1.161000
16310,3697,0.939000
16320,3671,0.987000
16330,3698,1.159000
16340,3685,1.159000
16350,3691,0.972000
16360,3703,1.194000
16370,3684,1.314000
16380,3704,1.162000
16390,3696,1.148000
16400,3718,0.984000
16410,3711,1.418000
16420,3697,1.153000
16430,3735,1.246000
16440,3716,1.066000
16450,3709,1.420000
16460,3693,1.176000
16470,3725,1.258000
16480,3730,1.035000
16490,3740,1.208000
16500,3726,1.261000
16510,3751,1.148000
16520,3730,1.242000
16530,3739,1.428000
16540,3733,1.255000
16550,3739,1.214000
16560,3737,1.254000
16570,3750,1.092000
16580,3758,0.931000
16590,3734,1.128000
16600,3769,1.253000
16610,3764,1.325000
16620,3745,1.176000
16630,3760,0.924000
16640,3755,1.180000
16650,3762,1.101000
16660,3755,1.220000
16670,3766,1.181000
16680,3771,1.254000
16690,3771,1.429000
16700,3751,0.970000
16710,3771,1.029000
16720,3776,1.294000
16730,3776,1.305000
16740,3787,1.185000
16750,3795,0.987000
16760,3790,1.118000
16770,3786,0.947000
16780,3786,1.229000
16790,3787,0.987000
16800,3812,1.420000
16810,3811,1.246000
16820,3814,1.251000
16830,3822,1.015000
16840,3811,1.386000
16850,3822,1.240000
16860,3803,1.249000
16870,3817,1.298000
16880,3805,1.299000
16890,3817,1.266000
16900,3829,1.228000
16910,3829,0.982000
16920,3831,1.419000
16930,3827,1.010000
16940,3825,1.240000
16950,3838,1.274000
16960,3856,1.131000
16970,3826,1.247000
16980,3834,1.241000
16990,3828,1.182000
17000,3838,1.444000
17010,3823,1.237000
17020,3848,1.252000
17030,3843,1.298000
17040,3860,1.164000
17050,3850,1.297000
17060,3866,1.315000
17070,3871,1.272000
17080,3858,1.304000
17090,3867,1.258000
17100,3856,1.357000
17110,3856,1.257000
17120,3900,1.076000
17130,3857,1.161000
17140,3862,1.245000
17150,3870,1.531000
17160,3874,1.275000
17170,3891,0.990000
17180,3880,1.257000
17190,3891,1.464000
17200,3906,0.974000
17210,3893,1.277000
17220,3913,1.262000
17230,3901,1.253000
17240,3911,1.228000
17250,3891,1.303000
17260,3912,1.285000
17270,3911,1.261000
17280,3907,1.240000
17290,3912,1.063000
17300,3919,1.424000
17310,3914,1.259000
17320,3932,1.142000
17330,3915,1.304000
17340,3926,1.194000
17350,3917,1.077000
17360,3943,1.050000
17370,3923,1.304000
17380,3928,1.203000
17390,3941,0.988000
17400,3923,1.338000
17410,3925,1.274000
17420,3934,1.475000
17430,3931,1.269000
17440,3934,1.336000
17450,3949,1.426000
17460,3934,1.103000
17470,3956,1.017000
17480,3950,1.240000
17490,3966,1.482000
17500,3948,1.116000
17510,3951,1.298000
17520,3947,1.355000
17530,3967,1.548000
17540,3971,1.260000
17550,3986,1.337000
17560,3963,1.113000
17570,3984,1.555000
17580,3980,1.049000
17590,3968,1.376000
17600,3983,1.465000
17610,3979,1.228000
17620,3959,1.292000
17630,3980,1.390000
17640,3993,1.490000
17650,3994,1.319000
17660,3984,1.313000
17670,3990,1.069000
17680,4005,1.222000
17690,3996,1.317000
17700,4020,1.090000
17710,4013,1.457000
17720,4000,1.129000
17730,4011,1.356000
17740,4007,1.413000
17750,4021,1.544000
17760,4020,1.519000
17770,4013,1.381000
17780,4039,1.583000
17790,4038,1.405000
17800,4014,1.285000
17810,4025,1.504000
17820,4021,1.552000
17830,4040,1.571000
17840,4014,1.135000
17850,4030,1.464000
17860,4034,1.803000
17870,4025,1.443000
17880,4063,1.599000
17890,4042,1.647000
17900,4040,1.669000
17910,4043,1.563000
17920,4037,1.408000
17930,4043,1.589000
17940,4056,1.528000
17950,4045,1.177000
17960,4044,1.648000
17970,4056,1.642000
17980,4064,1.609000
17990,4082,1.404000
18000,4068,1.468000
18010,4072,1.593000
18020,4068,1.422000
18030,4070,1.139000
18040,4067,1.686000
18050,4083,1.119000
18060,4067,1.092000
18070,4097,1.517000
18080,4082,1.649000
18090,4091,1.412000
18100,4101,1.603000
18110,4103,1.501000
18120,4091,1.429000
18130,4116,1.452000
18140,4098,1.533000
18150,4090,1.339000
18160,4111,1.440000
18170,4107,1.389000
18180,4111,1.575000
18190,4117,1.674000
18200,4101,1.385000
18210,4119,1.361000
18220,4112,1.281000
18230,4122,1.394000
18240,4124,1.454000
18250,4139,1.531000
18260,4144,1.572000
18270,4129,1.385000
18280,4147,1.475000
18290,4111,1.287000
18300,4129,1.669000
18310,4153,1.245000
18320,4170,1.306000
18330,4151,1.685000
18340,4143,1.250000
18350,4149,1.489000
18360,4140,1.556000
18370,4141,1.574000
18380,4139,1.499000
18390,4146,1.556000
18400,4168,1.499000
18410,4165,1.521000
18420,4158,1.521000
18430,4174,1.639000
18440,4174,1.740000
18450,4162,1.563000
18460,4170,1.524000
18470,4185,1.561000
18480,4187,1.678000
18490,4182,1.522000
18500,4177,1.615000
18510,4176,1.471000
18520,4178,1.344000
18530,4182,1.547000
18540,4188,1.390000
18550,4186,1.828000
18560,4184,1.631000
18570,4205,1.683000
18580,4198,1.888000
18590,4205,1.656000
18600,4207,1.510000
18610,4196,1.297000
18620,4194,1.515000
18630,4207,1.425000
18640,4212,1.451000
18650,4215,1.458000
18660,4202,1.582000
18670,4210,1.227000
18680,4218,1.507000
18690,4224,1.740000
18700,4217,1.472000
18710,4210,1.551000
18720,4243,1.791000
18730,4224,1.587000
18740,4231,1.468000
18750,4265,1.667000
18760,4231,1.739000
18770,4255,1.641000
18780,4247,1.661000
18790,4248,1.822000
18800,4265,1.805000
18810,4240,1.885000
18820,4252,1.642000
18830,4255,1.705000
18840,4251,1.253000
18850,4271,1.676000
18860,4268,1.768000
18870,4268,1.542000
18880,4267,1.563000
18890,4253,1.477000
18900,4266,1.845000
18910,4277,1.635000
18920,4269,1.705000
18930,4278,1.888000
18940,4274,1.533000
18950,4306,1.570000
18960,4291,1.709000
18970,4298,1.629000
18980,4275,1.555000
18990,4287,1.407000
19000,4287,1.843000
19010,4303,1.643000
19020,4298,1.614000
19030,4293,1.862000
19040,4286,1.519000
19050,4307,1.533000
19060,4300,1.698000
19070,4304,1.835000
19080,4319,1.635000
19090,4289,1.678000
19100,4324,1.858000
19110,4318,1.656000
19120,4344,1.648000
19130,4326,1.682000
19140,4313,2.401000
19150,4316,2.127000
19160,4322,2.226000
19170,4323,1.685000
19180,4348,1.496000
19190,4330,1.360000
19200,4321,1.599000
19210,4337,2.431000
19220,4332,2.273000
19230,4341,2.308000
19240,4348,1.941000
19250,4358,1.357000
19260,4384,1.731000
19270,4364,2.469000
19280,4355,2.185000
19290,4351,1.676000
19300,4364,1.537000
19310,4356,1.940000
19320,4369,1.596000
19330,4350,1.415000
19340,4373,1.690000
19350,4380,1.735000
19360,4377,1.461000
19370,4390,1.780000
19380,4375,1.951000
19390,4389,1.721000
19400,4384,1.797000
19410,4400,1.988000
19420,4382,1.726000
19430,4399,1.441000
19440,4391,1.863000
19450,4394,1.864000
19460,4403,1.774000
19470,4398,1.598000
19480,4420,2.093000
19490,4407,1.704000
19500,4402,1.783000
19510,4411,1.898000
19520,4398,1.738000
19530,4419,1.719000
19540,4408,1.585000
19550,4431,1.715000
19560,4421,1.720000
19570,4426,1.770000
19580,4433,1.976000
19590,4417,1.736000
19600,4415,1.814000
19610,4429,1.930000
19620,4451,1.542000
19630,4433,1.822000
19640,4431,1.990000
19650,4455,1.757000
19660,4439,1.777000
19670,4447,1.474000
19680,4467,2.098000
19690,4467,1.757000
19700,4469,1.570000
19710,4448,2.018000
19720,4470,1.847000
19730,4464,1.762000
19740,4476,1.839000
19750,4458,1.683000
19760,4463,1.852000
19770,4475,1.944000
19780,4476,2.356000
19790,4505,1.877000
19800,4466,2.196000
19810,4476,2.303000
19820,4488,1.936000
19830,4472,2.258000
19840,4478,2.409000
19850,4476,2.132000
19860,4488,1.733000
19870,4490,1.920000
19880,4485,2.116000
19890,4498,1.598000
19900,4504,1.505000
19910,4508,1.711000
19920,4487,1.534000
19930,4507,1.531000
19940,4505,1.857000
19950,4504,1.628000
19960,4514,1.780000
19970,4515,1.882000
19980,4499,1.638000
19990,4525,1.455000
20000,4512,1.853000
20010,4540,2.081000
20020,4524,1.782000
20030,4534,1.451000
20040,4525,1.683000
20050,4522,1.521000
20060,4535,1.858000
20070,4527,2.079000
20080,4538,1.522000
20090,4543,1.807000
20100,4532,1.859000
20110,4549,1.835000
20120,4559,1.447000
20130,4549,1.920000
20140,4540,1.970000
20150,4576,1.794000
20160,4544,1.837000
20170,4556,2.060000
20180,4565,1.704000
20190,4553,1.471000
20200,4558,2.086000
20210,4591,1.825000
20220,4583,2.017000
20230,4593,1.787000
20240,4583,1.933000
20250,4588,1.425000
20260,4576,1.924000
20270,4586,2.089000
20280,4589,1.805000
20290,4579,1.901000
20300,4596,2.112000
20310,4589,1.819000
20320,4593,1.608000
20330,4600,2.069000
20340,4596,1.610000
20350,4600,1.806000
20360,4611,1.671000
20370,4616,1.960000
20380,4626,1.826000
20390,4628,1.480000
20400,4617,1.670000
20410,4608,1.694000
20420,4618,1.606000
20430,4634,2.059000
20440,4640,1.795000
20450,4628,1.706000
20460,4620,1.720000
20470,4632,1.482000
20480,4649,1.992000
20490,4620,2.280000
20500,4642,1.907000
20510,4631,1.966000
20520,4634,1.615000
20530,4639,2.196000
20540,4643,1.473000
20550,4646,1.636000
20560,4653,2.271000
20570,4644,1.534000
20580,4657,2.038000
20590,4642,2.205000
20600,4684,1.550000
20610,4653,2.051000
20620,4646,1.938000
20630,4655,1.982000
20640,4652,1.895000
20650,4681,2.248000
20660,4667,1.937000
20670,4677,2.027000
20680,4668,1.768000
20690,4663,1.945000
20700,4692,1.799000
20710,4681,1.863000
20720,4679,2.239000
20730,4684,1.993000
20740,4687,2.013000
20750,4707,2.150000
20760,4691,1.969000
20770,4685,2.038000
20780,4706,2.125000
20790,4710,1.682000
20800,4715,2.037000
20810,4708,2.217000
20820,4722,2.049000
20830,4713,2.079000
20840,4714,2.298000
20850,4693,2.004000
20860,4705,1.697000
20870,4721,2.288000
20880,4742,2.041000
20890,4711,2.056000
20900,4729,2.064000
20910,4713,2.297000
20920,4758,2.054000
20930,4720,2.153000
20940,4740,2.126000
20950,4747,2.051000
20960,4734,2.134000
20970,4721,2.314000
20980,4742,1.869000
20990,4740,2.178000
21000,4758,2.362000
21010,4753,2.100000
21020,4755,2.053000
21030,4768,2.261000
21040,4758,2.011000
21050,4758,2.063000
21060,4778,2.402000
21070,4766,2.067000
21080,4770,1.761000
21090,4778,2.523000
21100,4785,2.103000
21110,4775,1.697000
21120,4774,2.191000
21130,4777,2.156000
21140,4779,2.264000
21150,4787,2.144000
21160,4780,2.132000
21170,4817,2.138000
21180,4795,1.952000
21190,4799,2.061000
21200,4809,1.981000
21210,4789,2.184000
21220,4774,2.374000
21230,4794,2.119000
21240,4788,2.037000
21250,4790,2.059000
21260,4808,2.141000
21270,4797,2.217000
21280,4816,1.956000
21290,4803,2.157000
21300,4829,1.826000
21310,4831,3.299000
21320,4810,2.925000
21330,4816,2.745000
21340,4799,2.013000
21350,4836,2.233000
21360,4833,2.304000
21370,4853,2.505000
21380,4839,1.756000
21390,4832,1.817000
21400,4831,2.017000
21410,4842,2.062000
21420,4854,2.308000
21430,4829,2.272000
21440,4838,2.208000
21450,4839,2.160000
21460,4852,2.009000
21470,4862,1.755000
21480,4855,2.295000
21490,4863,3.517000
21500,4866,2.284000
21510,4860,2.016000
21520,4861,2.322000
21530,4855,1.991000
21540,4871,2.165000
21550,4891,2.524000
21560,4873,2.257000
21570,4886,2.307000
21580,4900,2.068000
21590,4888,2.000000
21600,4883,2.011000
21610,4901,2.554000
21620,4874,1.907000
21630,4909,2.298000
21640,4891,2.142000
21650,4900,2.096000
21660,4899,1.987000
21670,4910,2.634000
21680,4912,2.318000
21690,4897,2.336000
21700,4912,2.016000
21710,4901,2.617000
21720,4915,2.272000
21730,4916,2.432000
21740,4916,2.609000
21750,4915,2.352000
21760,4939,1.929000
21770,4917,2.659000
21780,4924,2.393000
21790,4927,2.469000
21800,4929,2.650000
21810,4923,2.435000
21820,4929,2.334000
21830,4964,2.648000
21840,4936,2.130000
21850,4934,2.393000
21860,4958,2.755000
21870,4953,2.434000
21880,4958,2.345000
21890,4970,2.852000
21900,4948,2.491000
21910,4950,2.295000
21920,4964,2.826000
21930,4961,2.488000
21940,4957,2.490000
21950,4962,2.486000
21960,4985,2.162000
21970,4968,2.510000
21980,4952,2.229000
21990,4967,2.422000
22000,4970,2.055000
22010,5001,2.678000
22020,4989,2.556000
22030,4972,2.440000
22040,5003,2.485000
22050,5010,2.651000
22060,4985,2.836000
22070,4983,2.022000
22080,4992,2.615000
22090,4996,2.442000
22100,4989,2.492000
22110,5031,2.528000
22120,5007,3.364000
22130,5018,2.693000
22140,5003,3.297000
22150,5021,3.355000
22160,5003,2.947000
22170,5006,2.632000
22180,5028,2.831000
22190,5022,2.272000
22200,5036,2.621000
22210,5011,3.102000
22220,5050,3.040000
22230,5034,3.113000
22240,5037,3.373000
22250,5043,2.593000
22260,5026,3.123000
22270,5036,2.915000
22280,5045,3.024000
22290,5056,3.193000
22300,5033,3.023000
22310,5052,3.105000
22320,5048,2.697000
22330,5043,2.847000
22340,5050,2.405000
22350,5041,2.572000
22360,5083,2.570000
22370,5077,2.549000
22380,5061,2.172000
22390,5062,2.383000
22400,5056,2.101000
22410,5063,2.537000
22420,5048,2.878000
22430,5067,2.558000
22440,5094,2.624000
22450,5093,2.430000
22460,5076,2.579000
22470,5073,2.585000
22480,5077,2.631000
22490,5073,2.083000
22500,5097,2.668000
22510,5081,2.631000
22520,5108,2.890000
22530,5090,3.236000
22540,5115,2.328000
22550,5093,2.453000
22560,5089,2.666000
22570,5111,2.719000
22580,5117,2.422000
22590,5119,2.904000
22600,5105,2.891000
22610,5116,2.519000
22620,5102,2.796000
22630,5121,2.681000
22640,5122,2.825000
22650,5101,2.714000
22660,5128,2.383000
22670,5127,2.573000
22680,5117,2.994000
22690,5162,2.669000
22700,5160,2.598000
22710,5128,2.856000
22720,5177,2.623000
22730,5134,2.772000
22740,5143,2.706000
22750,5129,2.553000
22760,5146,2.784000
22770,5139,2.756000
22780,5162,2.179000
22790,5189,2.556000
22800,5167,2.937000
22810,5172,2.383000
22820,5156,2.913000
22830,5167,2.325000
22840,5168,2.690000
22850,5161,2.996000
22860,5166,2.497000
22870,5182,2.725000
22880,5168,2.929000
22890,5181,2.634000
22900,5188,2.427000
22910,5187,2.968000
22920,5177,2.633000
22930,5190,2.766000
22940,5209,3.841000
22950,5197,3.806000
22960,5218,3.952000
22970,5181,3.228000
22980,5215,2.854000
22990,5224,2.629000
23000,5218,4.119000
23010,5196,3.841000
23020,5206,4.061000
23030,5194,3.756000
23040,5211,3.934000
23050,5216,4.147000
23060,5212,3.786000
23070,5228,3.924000
23080,5227,4.042000
23090,5221,3.847000
23100,5213,3.381000
23110,5242,3.028000
23120,5237,2.508000
23130,5249,2.841000
23140,5219,2.817000
23150,5230,2.730000
23160,5258,2.730000
23170,5239,2.860000
23180,5246,2.470000
23190,5255,2.555000
23200,5261,2.772000
23210,5253,2.653000
23220,5248,3.073000
23230,5250,2.747000
23240,5270,2.600000
23250,5269,3.083000
23260,5249,2.469000
23270,5253,2.281000
23280,5254,3.081000
23290,5264,2.560000
23300,5259,2.277000
23310,5250,3.078000
23320,5282,2.202000
23330,5289,2.795000
23340,5289,2.839000
23350,5292,2.655000
23360,5307,2.550000
23370,5270,2.472000
23380,5292,2.559000
23390,5285,2.632000
23400,5301,2.761000
23410,5281,2.337000
23420,5299,3.122000
23430,5335,2.829000
23440,5303,2.891000
23450,5314,3.120000
23460,5286,2.556000
23470,5320,2.727000
23480,5310,3.151000
23490,5313,2.826000
23500,5319,3.101000
23510,5325,2.840000
23520,5317,2.948000
23530,5344,3.197000
23540,5328,2.744000
23550,5324,2.813000
23560,5323,3.376000
23570,5325,2.667000
23580,5307,3.070000
23590,5346,3.233000
23600,5331,2.999000
23610,5346,2.775000
23620,5356,2.798000
23630,5348,2.524000
23640,5342,3.213000
23650,5377,2.633000
23660,5367,2.593000
23670,5344,3.065000
23680,5348,2.418000
23690,5368,2.990000
23700,5373,3.096000
23710,5370,2.435000
23720,5358,3.263000
23730,5362,2.872000
23740,5372,2.975000
23750,5375,3.211000
23760,5388,2.418000
23770,5367,2.686000
23780,5371,3.068000
23790,5394,2.665000
23800,5361,2.532000
23810,5397,3.396000
23820,5376,2.491000
23830,5374,3.068000
23840,5418,3.312000
23850,5412,3.092000
23860,5380,3.369000
23870,5380,2.713000
23880,5382,3.170000
23890,5414,2.951000
23900,5397,3.035000
23910,5429,2.980000
23920,5410,3.247000
23930,5412,2.741000
23940,5436,3.027000
23950,5423,2.904000
23960,5408,2.638000
23970,5418,2.945000
23980,5411,2.692000
23990,5420,2.951000
24000,5425,2.933000
24010,5434,2.867000
24020,5441,2.954000
24030,5432,3.183000
24040,5470,2.845000
24050,5446,2.749000
24060,5435,2.911000
24070,5436,2.587000
24080,5457,3.307000
24090,5453,2.374000
24100,5442,2.988000
24110,5449,3.233000
24120,5452,2.864000
24130,5443,2.982000
24140,5463,3.171000
24150,5466,3.000000
24160,5465,3.292000
24170,5456,2.577000
24180,5469,3.024000
24190,5474,2.659000
24200,5483,2.858000
24210,5471,2.831000
24220,5474,2.698000
24230,5476,2.800000
24240,5466,3.138000
24250,5482,2.853000
24260,5478,2.764000
24270,5487,2.919000
24280,5492,2.639000
24290,5489,2.842000
24300,5491,2.938000
24310,5498,2.846000
24320,5505,2.499000
24330,5492,2.898000
24340,5500,2.922000
24350,5504,2.613000
24360,5528,2.904000
24370,5510,2.444000
24380,5503,3.019000
24390,5520,2.554000
24400,5520,2.618000
24410,5537,3.001000
24420,5522,3.021000
24430,5516,2.907000
24440,5513,2.717000
24450,5546,2.781000
24460,5546,3.241000
24470,5519,2.977000
24480,5543,2.535000
24490,5536,2.732000
24500,5544,2.514000
24510,5527,3.101000
24520,5545,2.915000
24530,5542,2.929000
24540,5553,2.669000
24550,5566,2.880000
24560,5529,3.052000
24570,5540,3.392000
24580,5571,3.150000
24590,5565,4.376000
24600,5545,3.475000
24610,5592,3.751000
24620,5560,4.437000
24630,5567,3.619000
24640,5571,4.075000
24650,5571,4.646000
24660,5570,4.271000
24670,5591,4.676000
24680,5600,4.294000
24690,5595,4.356000
24700,5577,3.831000
24710,5587,2.863000
24720,5583,3.540000
24730,5585,4.642000
24740,5596,3.827000
24750,5603,4.576000
24760,5580,4.000000
24770,5588,4.234000
24780,5606,4.267000
24790,5609,4.377000
24800,5596,4.493000
24810,5599,4.001000
24820,5611,3.726000
24830,5625,3.545000
24840,5622,2.947000
24850,5622,3.284000
24860,5618,3.208000
24870,5634,3.105000
24880,5639,3.081000
24890,5658,3.173000
24900,5616,3.277000
24910,5646,3.508000
24920,5616,2.551000
24930,5635,3.224000
24940,5626,3.304000
24950,5649,3.003000
24960,5640,3.160000
24970,5623,3.246000
24980,5664,3.153000
24990,5662,3.055000
25000,5649,3.330000
25010,5649,3.170000
25020,5679,3.356000
25030,5666,3.049000
25040,5654,3.645000
25050,5665,2.822000
25060,5654,2.992000
25070,5670,3.580000
25080,5677,2.825000
25090,5679,3.517000
25100,5691,3.429000
25110,5694,3.658000
25120,5698,3.648000
25130,5689,2.848000
25140,5690,3.231000
25150,5682,3.860000
25160,5683,3.573000
25170,5698,3.540000
25180,5702,3.458000
25190,5704,3.594000
25200,5724,3.252000
25210,5709,3.518000
25220,5726,3.852000
25230,5717,3.531000
25240,5730,3.291000
25250,5720,3.949000
25260,5707,3.572000
25270,5728,3.391000
25280,5731,3.394000
25290,5721,3.151000
25300,5733,3.958000
25310,5726,3.226000
25320,5730,3.721000
25330,5713,3.849000
25340,5742,3.129000
25350,5749,3.315000
25360,5750,3.188000
25370,5722,3.504000
25380,5738,3.208000
25390,5745,3.379000
25400,5744,3.215000
25410,5749,3.148000
25420,5763,3.578000
25430,5751,3.834000
25440,5751,3.489000
25450,5758,3.856000
25460,5777,3.805000
25470,5757,3.167000
25480,5769,3.294000
25490,5752,3.438000
25500,5751,3.006000
25510,5774,3.654000
25520,5773,3.464000
25530,5795,3.841000
25540,5775,3.570000
25550,5778,3.571000
25560,5808,3.410000
25570,5767,3.167000
25580,5793,3.612000
25590,5795,3.478000
25600,5786,3.697000
25610,5791,5.141000
25620,5786,4.942000
25630,5789,4.641000
25640,5798,5.031000
25650,5814,4.722000
25660,5827,5.111000
25670,5794,4.798000
25680,5797,4.428000
25690,5811,5.213000
25700,5798,4.531000
25710,5833,4.868000
25720,5830,4.715000
25730,5817,4.764000
25740,5825,5.075000
25750,5822,4.551000
25760,5824,5.101000
25770,5848,4.799000
25780,5830,4.366000
25790,5823,5.197000
25800,5834,4.605000
25810,5837,5.004000
25820,5836,4.532000
25830,5856,5.106000
25840,5829,5.299000
25850,5844,4.692000
25860,5844,3.745000
25870,5833,3.842000
