i,Length_LCS,time
14570,3282,2.196
14580,3310,2.115
14590,3286,2.017
14600,3316,2.031
14610,3314,2.05
14620,3305,2.14
14630,3317,2.098
14640,3305,2.133
14650,3318,2.037
14660,3310,2.122
14670,3301,2.105
14680,3320,2.033
14690,3337,2.031
14700,3311,2.048
14710,3335,2.113
14720,3336,2.14
14730,3324,1.885
14740,3337,2.06
14750,3322,2.277
14760,3340,2.077
14770,3350,2.051
14780,3339,2.132
14790,3343,2.06
14800,3347,2.126
14810,3348,2.084
14820,3334,2.019
14830,3365,2.09
14840,3348,2.206
14850,3359,2.081
14860,3361,2.146
14870,3367,2.199
14880,3363,2.154
14890,3371,2.037
14900,3374,1.996
14910,3362,2.16
14920,3390,2.124
14930,3357,2.192
14940,3368,2.175
14950,3367,2.285
14960,3383,2.19
14970,3386,2.113
14980,3382,2.143
14990,3385,2.003
15000,3396,1.997
15010,3385,2.226
15020,3376,2.213
15030,3413,2.116
15040,3399,2.076
15050,3390,2.158
15060,3393,2.29
15070,3398,2.157
15080,3408,2.077
15090,3435,2.362
15100,3410,2.824
15110,3423,2.353
15120,3415,2.479
15130,3426,2.351
15140,3432,2.496
15150,3408,2.282
15160,3415,2.148
15170,3422,2.16
15180,3440,2.256
15190,3428,2.18
15200,3431,2.173
15210,3428,2.336
15220,3440,2.209
15230,3444,2.239
15240,3451,2.115
15250,3430,1.967
15260,3456,2.143
15270,3447,2.288
15280,3466,2.251
15290,3448,2.191
15300,3454,2.179
15310,3439,2.172
15320,3461,2.196
15330,3460,2.284
15340,3444,2.144
15350,3476,2.253
15360,3478,2.299
15370,3464,2.037
15380,3467,2.177
15390,3475,2.205
15400,3473,2.242
15410,3498,2.285
15420,3497,2.096
15430,3493,2.219
15440,3477,2.241
15450,3500,2.27
15460,3491,2.095
15470,3500,2.268
15480,3503,2.321
15490,3482,2.383
15500,3480,2.283
15510,3503,2.205
15520,3512,2.209
15530,3504,2.333
15540,3523,2.329
15550,3522,2.165
15560,3516,2.237
15570,3520,2.445
15580,3519,2.26
15590,3509,2.249
15600,3517,2.196
15610,3542,2.188
15620,3526,2.383
15630,3530,2.203
15640,3556,2.326
15650,3552,2.338
15660,3554,2.538
15670,3527,2.364
15680,3539,2.268
15690,3553,2.271
15700,3556,2.416
15710,3544,2.322
15720,3553,2.32
15730,3549,2.416
15740,3553,2.409
15750,3562,2.34
15760,3558,2.384
15770,3559,2.413
15780,3570,2.398
15790,3557,2.289
15800,3561,2.368
15810,3572,2.263
15820,3595,2.231
15830,3587,2.301
15840,3598,2.426
15850,3601,2.311
15860,3582,2.369
15870,3574,2.423
15880,3587,2.407
15890,3599,2.479
15900,3595,2.484
15910,3591,2.433
15920,3616,2.335
15930,3595,2.368
15940,3611,2.431
15950,3598,2.389
15960,3603,2.331
15970,3602,2.318
15980,3598,2.439
15990,3611,2.509
16000,3614,2.363
16010,3600,2.336
16020,3640,2.427
16030,3625,2.536
16040,3614,2.304
16050,3635,2.53
16060,3635,2.494
16070,3621,2.438
16080,3629,2.395
16090,3629,2.406
16100,3640,2.505
16110,3634,2.65
16120,3637,2.402
16130,3636,2.481
16140,3651,2.513
16150,3638,2.49
16160,3649,2.46
16170,3651,2.379
16180,3648,2.856
16190,3676,2.597
16200,3652,2.491
16210,3685,2.459
16220,3668,2.503
16230,3669,2.524
16240,3692,2.463
16250,3673,2.49
16260,3653,2.539
16270,3681,2.441
16280,3699,2.399
16290,3684,2.56
16300,3665,2.622
16310,3690,2.598
16320,3681,2.429
16330,3687,2.414
16340,3696,2.527
16350,3675,2.498
16360,3707,2.65
16370,3696,2.556
16380,3705,2.733
16390,3693,2.606
16400,3699,2.589
16410,3710,2.686
16420,3701,2.901
16430,3727,2.841
16440,3704,2.52
16450,3706,2.758
16460,3715,3.042
16470,3726,3.045
16480,3713,2.663
16490,3748,2.834
16500,3725,2.892
16510,3738,2.699
16520,3724,2.87
16530,3723,2.595
16540,3758,2.747
16550,3737,2.683
16560,3741,2.627
16570,3744,2.57
16580,3738,2.613
16590,3767,2.986
16600,3743,2.613
16610,3768,2.543
16620,3761,2.687
16630,3744,2.758
16640,3774,2.693
16650,3762,2.513
16660,3750,2.631
16670,3771,2.786
16680,3766,2.544
16690,3763,2.56
16700,3763,2.77
16710,3771,2.732
16720,3791,2.429
16730,3782,2.674
16740,3767,2.721
16750,3784,2.632
16760,3781,2.531
16770,3810,2.671
16780,3787,2.682
16790,3782,2.74
16800,3790,2.544
16810,3813,2.734
16820,3794,2.825
16830,3809,2.783
16840,3804,2.623
16850,3808,2.663
16860,3811,2.629
16870,3820,2.795
16880,3813,2.665
16890,3834,2.631
16900,3843,2.667
16910,3814,2.809
16920,3821,2.745
16930,3827,2.797
16940,3836,2.804
16950,3837,2.717
16960,3832,2.531
16970,3824,2.641
16980,3826,2.827
16990,3833,2.766
17000,3837,2.735
17010,3855,2.874
17020,3842,3.049
17030,3846,2.738
17040,3851,2.711
17050,3848,2.795
17060,3862,3.017
17070,3842,2.817
17080,3849,2.828
17090,3865,2.82
17100,3860,2.938
17110,3869,2.746
17120,3866,2.683
17130,3878,2.954
17140,3879,2.944
17150,3853,2.684
17160,3868,2.825
17170,3875,2.871
17180,3868,2.665
17190,3894,2.654
17200,3889,2.81
17210,3887,2.999
17220,3879,2.702
17230,3899,2.795
17240,3910,2.854
17250,3900,2.904
17260,3901,2.754
17270,3894,2.642
17280,3900,2.734
17290,3913,2.889
17300,3915,2.779
17310,3918,2.687
17320,3911,2.7
17330,3912,2.846
17340,3919,2.818
17350,3920,2.828
17360,3921,2.984
17370,3939,2.746
17380,3912,2.821
17390,3922,3.035
17400,3948,2.982
17410,3938,2.874
17420,3943,2.856
17430,3937,2.861
17440,3950,2.864
17450,3939,2.807
17460,3947,2.734
17470,3964,2.907
17480,3945,3.049
17490,3957,2.618
17500,3953,2.873
17510,3961,3.045
17520,3969,2.723
17530,3973,2.74
17540,3967,2.994
17550,3975,3.008
17560,3973,2.864
17570,3987,2.908
17580,3970,2.889
17590,3975,2.958
17600,3971,2.828
17610,3985,2.808
17620,3974,2.847
17630,3995,2.952
17640,3989,2.783
17650,3986,2.826
17660,3997,2.924
17670,3977,2.779
17680,3991,2.825
17690,4015,2.954
17700,3990,3.015
17710,4011,2.843
17720,4006,2.854
17730,4002,2.967
17740,4003,3.065
17750,4019,3.001
17760,4009,2.943
17770,4019,3.277
17780,4028,3.071
17790,4010,3.155
17800,4034,3.077
17810,4030,3.155
17820,4017,2.89
17830,4017,2.862
17840,4038,3.03
17850,4049,3.002
17860,4049,2.986
17870,4058,2.954
17880,4051,3.075
17890,4033,2.943
17900,4068,2.969
17910,4070,3.068
17920,4062,2.984
17930,4058,3.026
17940,4056,2.793
17950,4054,3.206
17960,4051,3.046
17970,4069,2.906
17980,4055,2.938
17990,4063,3.045
18000,4087,3.192
18010,4072,2.92
18020,4066,3.031
18030,4071,3.254
18040,4051,3.165
18050,4075,2.984
18060,4086,3.078
18070,4082,3.508
18080,4091,3.27
18090,4072,3.035
18100,4087,3.453
18110,4096,3.026
18120,4097,2.995
18130,4108,3.174
18140,4105,3.158
18150,4105,3.045
18160,4100,3.341
18170,4104,3.662
18180,4099,3.477
18190,4124,3.047
18200,4107,3.236
18210,4105,3.229
18220,4115,3.122
18230,4125,3.235
18240,4108,3.063
18250,4127,3.207
18260,4131,3.286
18270,4139,3.17
18280,4113,3.264
18290,4141,3.13
18300,4137,3.209
18310,4129,3.004
18320,4145,3.19
18330,4135,3.185
18340,4153,3.252
18350,4138,3.152
18360,4155,3.36
18370,4162,3.037
18380,4155,3.112
18390,4141,3.272
18400,4174,3.256
18410,4163,3.083
18420,4176,3.287
18430,4158,3.563
18440,4172,3.32
18450,4166,3.356
18460,4195,3.437
18470,4168,3.251
18480,4173,3.179
18490,4194,3.292
18500,4182,3.394
18510,4197,3.453
18520,4185,3.308
18530,4195,3.416
18540,4178,3.313
18550,4181,3.359
18560,4201,3.407
18570,4190,3.54
18580,4205,3.226
18590,4195,3.48
18600,4209,3.637
18610,4202,3.313
18620,4220,3.134
18630,4212,3.223
18640,4227,3.443
18650,4216,3.34
18660,4229,3.302
18670,4220,3.404
18680,4235,3.212
18690,4219,3.318
18700,4258,3.328
18710,4220,4.323
18720,4223,3.951
18730,4233,3.58
18740,4242,3.456
18750,4219,3.283
18760,4245,3.252
18770,4238,3.362
18780,4247,3.333
18790,4247,3.351
18800,4272,3.398
18810,4268,3.507
18820,4259,3.431
18830,4241,3.229
18840,4263,3.403
18850,4263,3.579
18860,4251,3.491
18870,4243,3.35
18880,4279,3.65
18890,4274,3.216
18900,4275,3.279
18910,4273,3.529
18920,4299,3.583
18930,4289,3.462
18940,4284,3.514
18950,4276,3.556
18960,4283,3.308
18970,4279,3.466
18980,4310,3.417
18990,4289,3.622
19000,4276,3.229
19010,4288,3.495
19020,4291,3.68
19030,4301,3.458
19040,4311,3.547
19050,4311,3.736
19060,4313,3.572
19070,4311,3.491
19080,4311,3.3
19090,4313,3.559
19100,4312,3.345
19110,4307,3.444
19120,4309,4.399
19130,4315,4.221
19140,4331,4.23
19150,4319,4.236
19160,4337,4.11
19170,4352,3.855
19180,4348,4.126
19190,4334,4.22
19200,4336,3.919
19210,4334,4.041
19220,4341,3.997
19230,4342,4.036
19240,4361,4.021
19250,4345,3.996
19260,4362,4.198
19270,4350,3.999
19280,4347,4.055
19290,4368,3.388
19300,4355,3.694
19310,4364,3.368
19320,4341,3.525
19330,4348,3.681
19340,4376,3.35
19350,4381,3.765
19360,4386,3.869
19370,4368,3.405
19380,4383,3.505
19390,4385,4.206
19400,4397,3.698
19410,4402,3.594
19420,4385,3.718
19430,4410,3.936
19440,4391,3.601
19450,4400,3.74
19460,4393,3.919
19470,4419,3.59
19480,4414,3.537
19490,4416,3.548
19500,4433,3.677
19510,4410,3.555
19520,4398,3.648
19530,4419,3.841
19540,4419,3.581
19550,4427,3.507
19560,4398,3.628
19570,4412,3.701
19580,4421,3.489
19590,4419,3.649
19600,4427,3.699
19610,4448,3.654
19620,4455,3.703
19630,4436,3.779
19640,4450,3.569
19650,4430,3.644
19660,4440,3.581
19670,4443,3.903
19680,4430,3.827
19690,4445,3.718
19700,4475,3.946
19710,4460,3.732
19720,4455,3.925
19730,4444,4.077
19740,4468,3.65
19750,4464,3.848
19760,4466,3.918
19770,4461,3.958
19780,4491,3.971
19790,4470,3.844
19800,4486,4.185
19810,4464,3.97
19820,4495,4.123
19830,4485,4.121
19840,4474,4.076
19850,4499,4.026
19860,4472,3.96
19870,4493,3.494
19880,4506,3.649
19890,4494,3.968
19900,4502,3.998
19910,4500,3.712
19920,4496,3.797
19930,4503,3.86
19940,4507,3.782
19950,4516,3.764
19960,4534,3.712
19970,4532,3.663
19980,4513,3.655
19990,4531,3.737
20000,4518,3.757
20010,4506,3.619
20020,4515,3.792
20030,4527,3.881
20040,4536,3.64
20050,4527,3.785
20060,4552,4.447
20070,4541,3.731
20080,4538,3.933
20090,4539,3.902
20100,4548,3.648
20110,4539,3.691
20120,4542,3.731
20130,4546,4.071
20140,4569,3.811
20150,4547,3.934
20160,4572,3.916
20170,4561,3.666
20180,4557,3.792
20190,4575,3.888
20200,4564,3.561
20210,4568,3.733
20220,4576,3.918
20230,4565,3.693
20240,4582,3.886
20250,4561,3.674
20260,4569,4.102
20270,4610,3.782
20280,4595,3.728
20290,4578,4.047
20300,4596,3.766
20310,4592,3.767
20320,4585,3.949
20330,4604,3.802
20340,4593,3.87
20350,4603,3.903
20360,4605,3.758
20370,4609,4.258
20380,4611,3.898
20390,4628,4.098
20400,4607,3.67
20410,4623,3.872
20420,4626,4.029
20430,4616,3.89
20440,4614,3.955
20450,4620,4.129
20460,4630,3.881
20470,4638,4.029
20480,4637,4.423
20490,4631,3.917
20500,4628,4.061
20510,4631,4.201
20520,4644,4.022
20530,4635,4.057
20540,4633,4.065
20550,4651,4.031
20560,4650,4.039
20570,4657,3.859
20580,4653,4.102
20590,4667,3.834
20600,4669,4.092
20610,4644,4.119
20620,4663,3.842
20630,4669,4.085
20640,4674,4.085
20650,4679,4.01
20660,4672,3.949
20670,4679,4.324
20680,4662,4.049
20690,4683,3.965
20700,4678,4.287
20710,4700,4.021
20720,4691,3.983
20730,4689,3.996
20740,4686,4.435
20750,4714,4.009
20760,4707,3.935
20770,4709,4.232
20780,4707,4.026
20790,4694,4.122
20800,4687,4.112
20810,4706,4.04
20820,4720,4.24
20830,4719,4.346
20840,4712,3.937
20850,4722,4.117
20860,4716,4.272
20870,4733,4.14
20880,4711,4.174
20890,4730,4.437
20900,4710,4.164
20910,4738,4.12
20920,4741,4.371
20930,4759,4.231
20940,4736,4.04
20950,4740,4.422
20960,4733,4.199
20970,4752,4.061
20980,4741,4.341
20990,4737,4.349
21000,4750,4.138
21010,4753,4.136
21020,4742,4.351
21030,4764,4.319
21040,4751,4.338
21050,4761,4.379
21060,4739,4.079
21070,4782,4.075
21080,4766,4.167
21090,4767,4.171
21100,4776,4.299
21110,4754,4.414
21120,4770,4.146
21130,4794,4.295
21140,4782,4.302
21150,4772,4.082
21160,4774,4.184
21170,4793,4.403
21180,4784,4.242
21190,4802,4.281
21200,4789,4.378
21210,4793,4.151
21220,4805,4.409
21230,4816,4.206
21240,4817,4.562
21250,4810,4.143
21260,4815,4.251
21270,4792,4.694
21280,4827,4.411
21290,4816,4.258
21300,4822,5.549
21310,4807,5.237
21320,4845,5.451
21330,4843,5.172
21340,4835,5.103
21350,4850,5.047
21360,4826,5.068
21370,4840,4.999
21380,4824,5.195
21390,4824,5.41
21400,4826,5.183
21410,4816,5.043
21420,4861,4.585
21430,4855,4.346
21440,4855,4.202
21450,4860,5.251
21460,4872,4.996
21470,4863,5.2
21480,4847,5.155
21490,4841,5.43
21500,4883,4.792
21510,4864,4.642
21520,4868,4.383
21530,4857,4.466
21540,4875,4.512
21550,4874,4.364
21560,4866,4.733
21570,4884,4.579
21580,4877,4.334
21590,4895,4.528
21600,4877,4.667
21610,4901,4.413
21620,4898,5.434
21630,4874,4.76
21640,4899,4.543
21650,4897,4.515
21660,4890,4.696
21670,4895,4.475
21680,4900,4.81
21690,4924,4.778
21700,4927,4.717
21710,4920,4.648
21720,4923,4.836
21730,4923,4.603
21740,4915,4.535
21750,4902,4.784
21760,4912,4.826
21770,4947,4.567
21780,4920,4.994
21790,4924,4.424
21800,4943,4.533
21810,4938,4.964
21820,4930,4.758
21830,4940,4.639
21840,4953,4.807
21850,4963,4.399
21860,4935,4.629
21870,4944,4.883
21880,4971,4.835
21890,4964,4.705
21900,4940,4.789
21910,4973,4.821
21920,4967,4.846
21930,4958,4.817
21940,4976,4.691
21950,4956,4.742
21960,4962,4.955
21970,4964,4.78
21980,4954,4.76
21990,4964,4.94
22000,4971,4.67
22010,4966,4.886
22020,4995,5.076
22030,5005,4.806
22040,4991,4.759
22050,5023,5.219
22060,4993,4.858
22070,4992,5.078
22080,4997,4.868
22090,5002,4.922
22100,4980,4.926
22110,4992,5.058
22120,5006,4.959
22130,5004,4.871
22140,5000,6.249
22150,5003,5.714
22160,5006,5.616
22170,5012,5.02
22180,5002,4.884
22190,4996,4.905
22200,5026,5.12
22210,5014,4.911
22220,5046,4.812
22230,4999,5.139
22240,5014,5.185
22250,5037,5.062
22260,5027,5.194
22270,5044,5.047
22280,5036,4.988
22290,5049,5.454
22300,5040,5.105
22310,5049,5.135
22320,5047,5.063
22330,5039,4.996
22340,5073,5.078
22350,5052,5.126
22360,5069,4.948
22370,5055,5.006
22380,5047,5.35
22390,5063,4.837
22400,5066,4.901
22410,5052,5.228
22420,5054,4.874
22430,5072,4.983
22440,5062,5.101
22450,5086,4.856
22460,5088,5.11
22470,5078,5.123
22480,5070,5.065
22490,5099,5.193
22500,5077,5.041
22510,5089,5.07
22520,5088,5.275
22530,5086,5.051
22540,5089,5.215
22550,5130,5.129
22560,5107,4.929
22570,5102,5.193
22580,5112,5.343
22590,5130,5.044
22600,5107,5.284
22610,5107,5.191
22620,5113,5.035
22630,5123,5.121
22640,5122,6.528
22650,5128,4.979
22660,5143,5.047
22670,5127,5.01
22680,5147,4.755
22690,5131,4.98
22700,5137,5.086
22710,5144,4.98
22720,5130,4.976
22730,5138,5.208
22740,5160,5.055
22750,5140,4.916
22760,5160,5.388
22770,5152,5.157
22780,5152,5.081
22790,5165,4.829
22800,5164,5.052
22810,5162,5.154
22820,5164,4.902
22830,5152,5.096
22840,5144,5.049
22850,5169,4.871
22860,5166,5.067
22870,5176,5.177
22880,5164,4.823
22890,5179,4.938
22900,5164,4.99
22910,5184,4.598
22920,5166,4.973
22930,5172,5.248
22940,5186,4.828
22950,5179,4.969
22960,5204,6.958
22970,5199,6.702
22980,5216,6.54
22990,5203,6.31
23000,5188,6.649
23010,5188,5.441
23020,5223,4.969
23030,5231,5.335
23040,5237,5.463
23050,5221,5.273
23060,5196,5.298
23070,5214,6.537
23080,5249,6.128
23090,5205,6.479
23100,5241,6.454
23110,5229,6.264
23120,5234,6.308
23130,5214,6.528
23140,5253,5.084
23150,5242,4.985
23160,5235,5.238
23170,5224,5.124
23180,5238,5.165
23190,5240,5.04
23200,5246,5.212
23210,5268,5.447
23220,5250,5.056
23230,5251,5.132
23240,5263,5.296
23250,5271,5.007
23260,5288,5.233
23270,5294,5.361
23280,5253,5.1
23290,5280,5.052
23300,5279,5.215
23310,5281,5.238
23320,5272,5.346
23330,5289,5.086
23340,5293,5.112
23350,5291,5.386
23360,5274,4.993
23370,5265,5.258
23380,5273,5.786
23390,5286,5.306
23400,5294,5.259
23410,5285,5.433
23420,5303,5.147
23430,5292,5.225
23440,5294,5.504
23450,5314,5.246
23460,5319,5.484
23470,5308,5.123
23480,5293,5.15
23490,5311,5.459
23500,5311,5.321
23510,5307,5.496
23520,5311,5.594
23530,5343,5.212
23540,5326,5.449
23550,5328,5.981
23560,5339,5.25
23570,5319,5.199
23580,5338,5.608
23590,5329,5.345
23600,5350,5.484
23610,5328,5.102
23620,5339,5.458
23630,5366,5.552
23640,5335,5.221
23650,5366,5.377
23660,5347,5.601
23670,5343,5.189
23680,5358,5.319
23690,5366,5.571
23700,5374,5.38
23710,5352,5.567
23720,5355,5.513
23730,5379,5.414
23740,5368,5.705
23750,5359,5.226
23760,5348,5.36
23770,5371,5.949
23780,5380,5.473
23790,5387,5.857
23800,5388,6.059
23810,5383,5.776
23820,5393,5.49
23830,5394,5.28
23840,5390,5.44
23850,5424,5.788
23860,5409,5.532
23870,5384,5.757
23880,5413,5.615
23890,5392,5.537
23900,5373,5.448
23910,5388,5.975
23920,5380,5.606
23930,5409,5.828
23940,5406,5.606
23950,5419,5.718
23960,5420,5.564
23970,5402,5.226
23980,5453,5.553
23990,5427,6.223
24000,5446,5.219
24010,5433,5.381
24020,5425,5.759
24030,5442,5.517
24040,5415,5.71
24050,5429,5.434
24060,5443,5.679
24070,5447,5.481
24080,5461,5.469
24090,5445,5.723
24100,5438,5.737
24110,5451,5.285
24120,5459,5.349
24130,5455,5.783
24140,5464,5.505
24150,5449,5.718
24160,5463,5.274
24170,5476,5.649
24180,5469,5.596
24190,5474,5.317
24200,5459,5.463
24210,5467,5.604
24220,5479,5.51
24230,5476,5.633
24240,5505,5.199
24250,5475,5.415
24260,5502,5.785
24270,5489,5.212
24280,5484,5.396
24290,5473,5.516
24300,5494,5.396
24310,5512,5.632
24320,5514,5.735
24330,5509,5.418
24340,5518,5.606
24350,5510,5.388
24360,5498,5.662
24370,5513,5.778
24380,5504,5.48
24390,5534,5.671
24400,5536,5.722
24410,5529,5.539
24420,5527,5.857
24430,5528,5.448
24440,5528,5.782
24450,5542,5.895
24460,5517,5.42
24470,5531,5.827
24480,5535,5.663
24490,5544,5.794
24500,5548,5.711
24510,5545,5.302
24520,5556,5.638
24530,5558,5.987
24540,5560,5.379
24550,5548,5.502
24560,5558,5.725
24570,5566,5.742
24580,5575,7.086
24590,5558,6.488
24600,5566,6.425
24610,5546,6.539
24620,5581,6.318
24630,5578,6.353
24640,5589,6.455
24650,5557,6.178
24660,5572,7.407
24670,5587,7.26
24680,5586,7.138
24690,5574,7.358
24700,5583,7.394
24710,5580,7.361
24720,5591,7.414
24730,5585,7.059
24740,5599,7.634
24750,5604,7.293
24760,5605,7.231
24770,5598,7.299
24780,5615,7.264
24790,5615,7.532
24800,5609,6.737
24810,5622,6.383
24820,5633,6.789
24830,5611,5.934
24840,5607,6.107
24850,5621,6.106
24860,5606,6.121
24870,5619,6.263
24880,5633,6.533
24890,5653,6.222
24900,5646,6.203
24910,5621,5.82
24920,5640,6.017
24930,5620,6.475
24940,5650,6.039
24950,5639,6.258
24960,5649,5.774
24970,5654,6.063
24980,5631,6.363
24990,5646,5.929
25000,5655,6.119
25010,5661,6.185
25020,5659,6.125
25030,5652,6.405
25040,5679,6.211
25050,5680,6.106
25060,5668,6.342
25070,5669,6.089
25080,5677,6.567
25090,5661,6.093
25100,5687,6.275
25110,5667,6.357
25120,5682,6.056
25130,5682,6.62
25140,5682,6.24
25150,5690,6.15
25160,5710,6.534
25170,5686,6.16
25180,5677,6.178
25190,5700,7.227
25200,5696,6.053
25210,5682,6.322
25220,5703,6.017
25230,5718,6.655
25240,5691,6.295
25250,5716,5.957
25260,5710,6.124
25270,5720,6.61
25280,5729,6.166
25290,5707,6.32
25300,5711,5.923
25310,5750,6.113
25320,5736,6.503
25330,5729,6.431
25340,5719,6.59
25350,5732,6.138
25360,5743,6.335
25370,5732,6.362
25380,5752,5.887
25390,5733,6.419
25400,5736,6.718
25410,5762,6.894
25420,5761,6.531
25430,5762,6.235
25440,5757,6.189
25450,5766,6.596
25460,5772,6.426
25470,5762,6.484
25480,5750,6.236
25490,5765,6.416
25500,5783,6.476
25510,5775,6.506
25520,5770,6.511
25530,5769,6.341
25540,5775,6.485
25550,5792,6.638
25560,5774,6.305
25570,5766,6.548
25580,5782,6.617
25590,5774,6.455
25600,5786,9.458
25610,5795,8.377
25620,5800,8.305
25630,5772,8.503
25640,5797,8.193
25650,5811,7.378
25660,5790,6.872
25670,5830,7.093
25680,5817,7.437
25690,5807,6.946
25700,5820,7.24
25710,5808,6.995
25720,5821,7.341
25730,5810,7.241
25740,5828,7.179
25750,5830,7.185
25760,5829,7.412
25770,5832,7.142
25780,5829,7.396
25790,5846,7.299
25800,5832,7.343
25810,5834,7.544
25820,5868,7.108
25830,5850,7.504
25840,5854,7.255
25850,5863,7.475
25860,5868,7.007
25870,5865,6.529
25880,5871,6.956
25890,5866,6.323
25900,5867,6.61
25910,5860,6.82
25920,5870,6.829
25930,5880,7.254
25940,5864,6.811
25950,5880,6.807
25960,5871,6.988
25970,5878,7.036
25980,5876,7.207
25990,5880,6.809
26000,5866,6.95
26010,5868,7.486
26020,5919,7.296
26030,5877,7.285
26040,5863,6.836
26050,5891,7.292
26060,5897,7.45
26070,5895,7.108
26080,5898,7.36
26090,5914,7.126
26100,5896,7.359
26110,5879,8.839
26120,5906,8.494
26130,5910,8.14
26140,5934,7.841
26150,5900,7.993
26160,5923,7.504
26170,5918,7.395
26180,5927,7.657
26190,5924,7.095
26200,5927,7.509
26210,5909,7.652
26220,5922,7.533
26230,5932,7.483
26240,5959,8.936
26250,5936,3174.12
26260,5930,9.648
26270,5930,7.764
26280,5951,8.305
26290,5954,8.259
26300,5972,7.84
26310,5944,7.848
26320,5958,7.861
26330,5975,8.274
26340,5978,7.561
26350,5953,7.702
26360,5968,8.533
26370,5966,7.75
26380,5964,8.049
26390,5980,7.953
26400,5957,8.422
26410,5968,8.392
26420,5992,7.946
26430,5972,8.263
26440,5995,7.675
26450,5977,7.823
26460,5991,8.257
26470,5981,8.506
26480,5962,8.196
26490,5985,7.974
26500,6016,8.256
26510,6000,8.221
26520,6017,8.097
26530,6013,8.112
26540,5995,8.011
26550,6011,9.094
26560,6012,8.447
26570,5998,8.158
26580,6012,8.665
26590,5993,8.367
26600,6001,8.649
26610,6032,11.788
26620,6033,16.737
26630,6004,12.533
26640,6015,11.894
26650,6039,12.174
26660,6039,12.4
26670,6045,11.576
26680,6052,11.824
26690,6056,11.604
26700,6038,11.407
26710,6052,11.159
26720,6026,11.489
26730,6059,11.11
26740,6015,11.159
26750,6034,11.048
26760,6056,11.373
26770,6062,11.342
26780,6068,11.226
26790,6056,11.433
26800,6059,11.596
26810,6068,8.811
26820,6065,8.857
26830,6077,11.478
26840,6096,11.205
26850,6085,11.483
26860,6068,11.451
26870,6062,11.433
26880,6080,9.101
26890,6092,8.617
26900,6092,8.509
26910,6089,8.424
26920,6074,8.672
26930,6095,8.236
26940,6080,8.755
26950,6098,8.532
26960,6069,8.406
26970,6090,8.612
26980,6098,8.365
26990,6118,8.319
27000,6102,8.419
27010,6105,8.462
27020,6115,8.401
27030,6129,8.225
27040,6123,8.274
27050,6137,8.617
27060,6110,8.496
27070,6123,8.904
27080,6138,8.582
27090,6131,8.547
27100,6122,8.229
27110,6138,8.556
27120,6142,9.065
27130,6146,8.809
27140,6142,10.236
27150,6152,9.982
27160,6155,10.277
27170,6150,8.939
27180,6137,8.565
27190,6164,8.701
27200,6142,8.435
27210,6172,9.22
27220,6158,9.406
27230,6155,8.543
27240,6170,9.063
27250,6165,9.039
27260,6179,8.922
27270,6161,8.412
27280,6178,8.693
27290,6169,8.989
27300,6184,8.917
27310,6164,9.657
27320,6187,9.228
27330,6173,9.359
27340,6179,9.397
27350,6189,9.819
27360,6185,9.62
27370,6191,9.006
27380,6174,9.454
27390,6201,9.202
27400,6222,9.163
27410,6209,9.753
27420,6195,8.975
27430,6209,9.372
27440,6209,9.113
27450,6214,9.57
27460,6219,9.235
27470,6229,9.087
27480,6212,10.508
27490,6216,10.278
27500,6214,10.537
27510,6229,9.881
27520,6221,9.813
27530,6240,10.185
27540,6225,9.694
27550,6237,9.512
27560,6239,9.231
27570,6217,9.391
27580,6232,8.927
27590,6253,9.347
27600,6254,9.959
27610,6252,9.416
27620,6247,9.406
27630,6243,8.943
27640,6241,9.827
27650,6238,9.788
27660,6272,9.388
27670,6258,11.997
27680,6262,11.663
27690,6273,11.038
27700,6264,10.288
27710,6256,10.488
27720,6267,9.258
27730,6269,9.117
27740,6280,9.077
27750,6272,9.005
27760,6268,9.237
27770,6295,8.809
27780,6300,9.255
27790,6260,10.224
27800,6286,10.091
27810,6305,10.093
27820,6275,10.242
27830,6297,10.523
27840,6303,10.422
27850,6312,10.114
27860,6311,10.192
27870,6328,9.985
27880,6301,10.274
27890,6318,10.472
27900,6304,9.818
27910,6333,8.713
27920,6322,8.857
27930,6310,9.073
27940,6314,9.054
27950,6319,9.202
27960,6345,8.435
27970,6328,8.746
27980,6330,10.176
27990,6325,8.972
28000,6320,9.285
28010,6355,9.17
28020,6356,9.255
28030,6356,8.81
28040,6334,9.006
28050,6353,9.105
28060,6331,8.928
28070,6362,9.041
28080,6344,8.73
28090,6337,9.226
28100,6369,8.939
28110,6385,9.367
28120,6361,9.028
28130,6383,9.133
28140,6370,9.185
28150,6378,9.093
28160,6373,10.783
28170,6377,9.728
28180,6373,11.408
28190,6398,8.03
28200,6381,9.753
28210,6378,7.96
28220,6385,7.74
28230,6391,7.991
28240,6409,7.635
28250,6384,7.869
28260,6388,7.486
28270,6394,7.769
28280,6391,7.883
28290,6389,7.735
28300,6416,7.935
28310,6408,7.832
28320,6391,7.946
28330,6421,7.632
28340,6414,7.757
28350,6409,7.981
28360,6406,7.698
28370,6436,7.98
28380,6402,7.728
28390,6432,8.017
28400,6417,7.761
28410,6441,9.238
28420,6436,9.13
28430,6421,8.948
28440,6426,9.532
28450,6433,8.566
28460,6434,9.115
28470,6463,7.99
28480,6419,7.702
28490,6434,8.034
28500,6453,7.893
28510,6470,8.113
28520,6444,7.75
28530,6452,8.199
28540,6476,7.752
